run_name,n,mean_EigenScore,std_EigenScore,mean_perplexity,mean_entropy,mean_lexical_similarity,mean_energy
long_100_plus_words,100,-2.145775844205804,0.18374298617638998,0.42701642778693033,0.18956792074010514,0.3041375500863646,-15.703627667294542
short_0_100_words,100,-2.1441240594645454,0.17745951239822924,0.5821902654061533,0.2660954234805162,0.26661738923903466,-14.3903772812693
