source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_35,biographies,6,1,short_0_100,True,model.layers.20,1107,1.5372630419767874,-13.201325416564941,0.6076282718431777,0.15721808356815967,-2.2949041136800608,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_36,biographies,7,7,short_0_100,True,model.layers.20,1107,1.0064747819205495,-16.45764668782552,0.37716187955154384,0.09147329567045062,-2.0831125632606313,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_37,biographies,7,15,short_0_100,True,model.layers.20,1107,1.3104478123530034,-14.736415272667294,0.44536690441763244,0.11993965650553765,-1.9975940230599956,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_38,biographies,8,38,short_0_100,True,model.layers.20,1107,0.811354666410012,-16.600539177656174,0.354579611887498,0.1907895749026331,-2.0122896038410523,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_39,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6194343355449892,-13.154590606689453,0.6465795033867143,0.14412301586357332,-2.201392702720888,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_40,biographies,7,1,short_0_100,True,model.layers.20,1107,1.7242893243032196,-13.161789417266846,0.5691677034184386,0.08299615912101602,-2.1905253737316697,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_41,biographies,7,42,short_0_100,True,model.layers.20,1107,1.1846586116589786,-16.171536087989807,0.5707278837850678,0.0852197529946003,-2.213834631592583,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_42,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6334113102530017,-13.008411407470703,0.5854297220732682,0.1027086933602858,-2.1273014519584454,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_43,biographies,7,1,short_0_100,True,model.layers.20,1107,1.7734961023036244,-12.835996150970459,0.5103276155079302,0.12036819802587588,-2.049960565522494,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_44,biographies,7,1,short_0_100,True,model.layers.20,1107,1.4664265113009871,-13.317988872528076,0.4135110613300178,0.1028559831901964,-2.0597326726290497,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_45,biographies,7,1,short_0_100,True,model.layers.20,1107,1.5569147643190873,-12.928009033203125,0.5168508904367732,0.11259686323052806,-2.2197410119819865,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_46,biographies,6,1,short_0_100,True,model.layers.20,1107,1.8425230628764475,-13.108148097991943,0.6727086810078848,0.2532955588759372,-2.293812068866463,,,,
