category,n,mean_EigenScore,std_EigenScore,mean_perplexity,mean_entropy,mean_lexical_similarity,mean_energy
references,100,-2.6236163542544757,0.16648698438336712,1.2105493921038475,0.19108277174409252,0.6854279195144721,-15.286866614967584
