length_bucket,n,mean_EigenScore,std_EigenScore,mean_perplexity,mean_entropy,mean_lexical_similarity,mean_energy
long_100_plus,1768,-2.639667804916149,0.2663681334048053,0.3002010284974027,0.04648155353236628,0.827891984904127,-16.670377565692554
short_0_100,9155,-2.3707943501689734,0.3135788843131917,0.9386608499579064,0.25620612560484896,0.4710668193381587,-15.860918576316335
