category,n,mean_EigenScore,std_EigenScore,mean_perplexity,mean_entropy,mean_lexical_similarity,mean_energy
references,100,-2.642339455326346,0.15510393267357897,1.2102517604935676,0.18925525230162082,0.7155856388945016,-15.28691197797656
