feature_clipping_enabled,n,mean_EigenScore,std_EigenScore,mean_perplexity,mean_entropy,mean_lexical_similarity,mean_energy
False,100,-2.80236768670034,0.0025183792849175937,0.15001258439691356,0.0,1.0,-16.407356357574464
