source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3962,summarization,128,0,long_100_plus,False,,0,0.17151240037421944,-16.140262603759766,0.0,1.0,-2.8037795453271417,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3963,summarization,217,0,long_100_plus,False,,0,0.1339039399518119,-16.61827850341797,0.0,1.0,-2.8042030767114445,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3964,summarization,304,0,long_100_plus,False,,0,0.15016175737080062,-16.322036743164062,0.0,1.0,-2.7989309855295326,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3965,summarization,277,0,long_100_plus,False,,0,0.14224055940052233,-16.345365524291992,0.0,1.0,-2.8037856967194466,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3966,summarization,126,0,long_100_plus,False,,0,0.14999422682023644,-16.399993896484375,0.0,1.0,-2.8050432883793803,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3967,summarization,287,0,long_100_plus,False,,0,0.25234905281749187,-15.385161399841309,0.0,1.0,-2.8033467647485795,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3968,summarization,295,0,long_100_plus,False,,0,0.18720803944486122,-16.11689567565918,0.0,1.0,-2.7965898746501243,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3969,summarization,222,0,long_100_plus,False,,0,0.149844311120704,-16.142032623291016,0.0,1.0,-2.804517240508255,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3970,summarization,245,0,long_100_plus,False,,0,0.13320290578023208,-16.601953506469727,0.0,1.0,-2.803334752488683,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3971,summarization,198,0,long_100_plus,False,,0,0.23905530269234523,-15.707805633544922,0.0,1.0,-2.8049184564553657,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3972,summarization,289,0,long_100_plus,False,,0,0.14455055275777814,-16.394550323486328,0.0,1.0,-2.8021330974987038,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3973,summarization,290,0,long_100_plus,False,,0,0.14033757894648158,-16.499711990356445,0.0,1.0,-2.8016016037374016,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3974,summarization,236,0,long_100_plus,False,,0,0.1753353191631375,-16.003459930419922,0.0,1.0,-2.8029502425029804,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3975,summarization,267,0,long_100_plus,False,,0,0.11570219114420696,-16.74070167541504,0.0,1.0,-2.806664687998036,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3976,summarization,147,0,long_100_plus,False,,0,0.12489580020408736,-16.328022003173828,0.0,1.0,-2.8035299412268064,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3977,summarization,117,0,long_100_plus,False,,0,0.22723294210729247,-16.08660888671875,0.0,1.0,-2.8016565933804687,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3978,summarization,301,0,long_100_plus,False,,0,0.11830532361439035,-16.977680206298828,0.0,1.0,-2.8048853841553916,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3979,summarization,211,0,long_100_plus,False,,0,0.1306161764384974,-16.271240234375,0.0,1.0,-2.8015912434985872,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3980,summarization,149,0,long_100_plus,False,,0,0.14086136112119382,-16.18773651123047,0.0,1.0,-2.806749211348353,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3981,summarization,248,0,long_100_plus,False,,0,0.17688122214652371,-16.270631790161133,0.0,1.0,-2.79942807469956,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3982,summarization,217,0,long_100_plus,False,,0,0.11368691138857454,-16.80118751525879,0.0,1.0,-2.8040740579178083,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3983,summarization,278,0,long_100_plus,False,,0,0.12251657800818627,-16.513141632080078,0.0,1.0,-2.802598820613966,
halogen_outputs/tinyllama_summarization_100/0.pkl,tinyllama_summarization_100,halogen_3984,summarization,183,0,long_100_plus,False,,0,0.2990191612742848,-15.814643859863281,0.0,1.0,-2.799225669524731,
